Frequency,Attenuation,INFO1,INFO2
3683691581.5816,-57.7762602073539,,
3688696556.55658,-59.6005534821132,,
3693701531.53155,-52.2232702744521,,
3698706506.50653,-51.0915176318486,,
3703711481.4815,-57.744267250758,,
3708716456.45648,-52.8718472730126,,
3713721431.43145,-53.5088743202589,,
3718726406.40643,-44.2717896192638,,
3723731381.3814,-59.0547496573575,,
3728736356.35638,-52.527194737281,,
3733741331.33135,-50.1210537319374,,
3738746306.30633,-50.389927081489,,
3743751281.2813,-49.5727891266766,,
3748756256.25628,-45.770415530055,,
3753761231.23125,-59.0583235119186,,
3758766206.20623,-46.2318104192387,,
3763771181.1812,-63.1830567493447,,
3768776156.15618,-64.4019932536678,,
3773781131.13116,-55.6327409646508,,
3778786106.10613,-51.4330308375649,,
3783791081.08111,-53.7787636940834,,
3788796056.05608,-49.1345417495328,,
3793801031.03106,-55.3230062753175,,
3798806006.00603,-55.3806692673691,,
3803810980.98101,-50.389848722589,,
3808815955.95598,-50.7173525140234,,
3813820930.93096,-57.7823697879135,,
3818825905.90593,-50.6651972756046,,
3823830880.88091,-58.2034963908383,,
3828835855.85588,-47.1535950301902,,
3833840830.83086,-47.2085425440646,,
3838845805.80583,-52.5891837886196,,
3843850780.78081,-52.3271415080734,,
3848855755.75578,-50.9082601517366,,
3853860730.73076,-50.7052570780873,,
3858865705.70573,-72.7646955712894,,
3863870680.68071,-64.0399561584443,,
3868875655.65568,-53.5136115667756,,
3873880630.63066,-57.5210414776755,,
3878885605.60563,-49.2862140352921,,
3883890580.58061,-57.7024973847514,,
3888895555.55558,-56.4594235507837,,
3893900530.53056,-56.3470493067673,,
3898905505.50553,-56.5284780659076,,
3903910480.48051,-52.5916882440377,,
3908915455.45548,-50.9017292764301,,
3913920430.43046,-61.1670833254943,,
3918925405.40543,-57.2126553636311,,
3923930380.38041,-53.7138358615367,,
3928935355.35538,-63.8877828192848,,
3933940330.33036,-62.983607155015,,
3938945305.30533,-50.7172183297571,,
3943950280.28031,-53.6070520523876,,
3948955255.25528,-54.0882514770192,,
3953960230.23026,-60.5310415949667,,
3958965205.20523,-43.5327612458002,,
3963970180.18021,-51.5395639930076,,
3968975155.15518,-49.9017667781433,,
3973980130.13016,-56.1563383835758,,
3978985105.10513,-52.6272768449952,,
3983990080.08011,-52.7009799680095,,
3988995055.05508,-57.1338176184158,,
3994000030.03006,-55.5982602382287,,
3999005005.00503,-49.0155100819779,,
4004009979.98001,-46.9957726768837,,
4009014954.95499,-54.35317439948,,
4014019929.92996,-53.7856163300877,,
4019024904.90494,-53.2247030698013,,
4024029879.87991,-52.8193993012708,,
4029034854.85489,-61.0355065418555,,
4034039829.82986,-67.2784683845219,,
4039044804.80484,-60.9647407560772,,
4044049779.77981,-52.1299478208417,,
4049054754.75479,-80.0543668086389,,
4054059729.72976,-57.0573613436066,,
4059064704.70474,-51.3142661822802,,
4064069679.67971,-57.0247450381233,,
4069074654.65469,-58.4842457297837,,
4074079629.62966,-60.7178126225108,,
4079084604.60464,-48.9881912370795,,
4084089579.57961,-59.8800228406159,,
4089094554.55459,-55.8178263101773,,
4094099529.52956,-52.6582343244333,,
4099104504.50454,-53.0965860617994,,
4104109479.47951,-54.0880225530967,,
4109114454.45449,-65.3256693977481,,
4114119429.42946,-60.6728062263802,,
4119124404.40444,-57.0063907411695,,
4124129379.37941,-52.9632905633466,,
4129134354.35439,-46.5836093904596,,
4134139329.32936,-55.6988244083348,,
4139144304.30434,-49.689346279585,,
4144149279.27931,-64.4393199258969,,
4149154254.25429,-52.3281136275938,,
4154159229.22926,-65.4132732291306,,
4159164204.20424,-63.778669245817,,
4164169179.17921,-60.2956452434527,,
4169174154.15419,-51.0891512165556,,
4174179129.12916,-51.1562579485271,,
4179184104.10414,-60.8450060503567,,
4184189079.07911,-61.3690582862275,,
4189194054.05409,-48.5581615207614,,
4194199029.02906,-47.0907285708212,,
4199204004.00404,-50.8356098585755,,
4204208978.97901,-51.6708164975626,,
4209213953.95399,-53.5061298475658,,
4214218928.92896,-50.1989717655624,,
4219223903.90394,-56.2426757351367,,
4224228878.87891,-51.7285697343739,,
4229233853.85389,-69.7112812740713,,
4234238828.82887,-57.2977670479774,,
4239243803.80384,-55.0833507252229,,
4244248778.77882,-54.9052460694193,,
4249253753.75379,-67.1039079686959,,
4254258728.72877,-58.2481504808197,,
4259263703.70374,-54.1620090890258,,
4264268678.67872,-44.4034853041824,,
4269273653.65369,-68.1344746566306,,
4274278628.62867,-52.1699053803992,,
4279283603.60364,-55.0220411608993,,
4284288578.57862,-49.3036945600051,,
4289293553.55359,-61.4326569614291,,
4294298528.52857,-58.444315731035,,
4299303503.50354,-55.6289776115979,,
4304308478.47852,-52.7145515503345,,
4309313453.45349,-60.5782380841415,,
4314318428.42846,-54.1461196954192,,
4319323403.40344,-55.9264916195136,,
4324328378.37841,-61.084384681604,,
4329333353.35339,-60.0038429974238,,
4334338328.32836,-59.7425774897592,,
4339343303.30334,-55.610643439744,,
4344348278.27831,-55.3463509277092,,
4349353253.25329,-51.4595083733943,,
4354358228.22826,-58.9126630256604,,
4359363203.20324,-54.2687913066484,,
4364368178.17821,-59.5460532929337,,
4369373153.15319,-55.953666062738,,
4374378128.12816,-48.2008968641981,,
4379383103.10314,-54.0618158640188,,
4384388078.07811,-53.5170523166875,,
4389393053.05308,-55.2950211145747,,
4394398028.02806,-55.8580650866904,,
4399403003.00303,-65.6173808110571,,
4404407977.97801,-49.0829095406053,,
4409412952.95298,-76.617971645846,,
4414417927.92796,-52.5813626347695,,
4419422902.90293,-57.4564265213868,,
4424427877.87791,-62.2240887346204,,
4429432852.85288,-58.4678022496344,,
4434437827.82786,-59.6762253439075,,
4439442802.80283,-57.9482939440266,,
4444447777.77781,-52.7787915393289,,
4449452752.75278,-54.1549530353207,,
4454457727.72775,-50.7792742260757,,
4459462702.70273,-55.5603034240619,,
4464467677.6777,-67.8958679608889,,
4469472652.65268,-54.9502936447301,,
4474477627.62765,-54.4614535805643,,
4479482602.60263,-48.3420056553589,,
4484487577.5776,-56.324326450042,,
4489492552.55258,-55.4596248697977,,
4494497527.52755,-48.1068521430136,,
4499502502.50253,-58.4493804729899,,
4504507477.4775,-47.4392438537725,,
4509512452.45248,-69.9595192242901,,
4514517427.42745,-48.7655904578128,,
4519522402.40242,-68.1207921753005,,
4524527377.3774,-56.3415715643475,,
4529532352.35237,-55.2598580922944,,
4534537327.32735,-49.4151995145273,,
4539542302.30232,-68.5738444795485,,
4544547277.2773,-50.4936186823882,,
4549552252.25227,-48.6576004272301,,
4554557227.22725,-77.8398033096033,,
4559562202.20222,-52.1131442219395,,
4564567177.1772,-50.8591205130966,,
4569572152.15217,-50.5074431651262,,
4574577127.12715,-52.0381838306923,,
4579582102.10212,-45.9086208331291,,
4584587077.0771,-53.7514131141736,,
4589592052.05207,-47.3905754182965,,
4594597027.02704,-53.1866956396899,,
4599602002.00202,-56.0210704957816,,
4604606976.97699,-52.6130539898894,,
4609611951.95197,-58.7204308002808,,
4614616926.92694,-46.7493311488133,,
4619621901.90192,-52.1061396357711,,
4624626876.87689,-51.8717578036039,,
4629631851.85187,-48.3573772151233,,
4634636826.82684,-54.0369710736869,,
4639641801.80182,-58.8543864394613,,
4644646776.77679,-53.4193712277576,,
4649651751.75177,-56.2013901494746,,
4654656726.72674,-63.362539417369,,
4659661701.70171,-62.9594925941493,,
4664666676.67669,-51.808695552013,,
4669671651.65166,-59.8058013542292,,
4674676626.62664,-56.3717482470003,,
4679681601.60161,-50.3274713349893,,
4684686576.57659,-54.5764777383084,,
4689691551.55156,-52.5350268986718,,
4694696526.52654,-56.4981364106988,,
4699701501.50151,-56.0416380480152,,
4704706476.47649,-54.7987543565613,,
4709711451.45146,-61.5214089184111,,
4714716426.42644,-50.7147996602859,,
4719721401.40141,-50.5126350318097,,
4724726376.37638,-48.8959442401239,,
4729731351.35136,-51.6834909949119,,
4734736326.32633,-53.8344156546697,,
4739741301.30131,-52.9465544401062,,
4744746276.27628,-53.0377866957961,,
4749751251.25126,-47.9044091011301,,
4754756226.22623,-59.0898169535346,,
4759761201.20121,-52.5566082165911,,
4764766176.17618,-58.3566830279766,,
4769771151.15116,-64.1814114150548,,
4774776126.12613,-53.4222855355035,,
4779781101.10111,-66.996775482788,,
4784786076.07608,-51.1152501206644,,
4789791051.05105,-65.91147939215,,
4794796026.02603,-64.3279619593326,,
4799801001.001,-53.897311742533,,
4804805975.97598,-51.6278589445304,,
4809810950.95095,-57.8892494566582,,
4814815925.92593,-51.3748495984381,,
4819820900.9009,-61.2216983812291,,
4824825875.87588,-55.5138618804911,,
4829830850.85085,-59.1371761457101,,
4834835825.82583,-52.2741533248527,,
4839840800.8008,-59.7446940857014,,
4844845775.77578,-50.8328374825294,,
4849850750.75075,-50.8506521140667,,
4854855725.72573,-54.7497243039424,,
4859860700.7007,-48.8872785087275,,
4864865675.67567,-53.3456213610412,,
4869870650.65065,-48.9475454868511,,
4874875625.62562,-47.070150032766,,
4879880600.6006,-53.0338608916086,,
4884885575.57557,-49.164546826985,,
4889890550.55055,-54.7527092773437,,
4894895525.52552,-54.3696300400592,,
4899900500.5005,-48.4513015359911,,
4904905475.47547,-53.2716119050922,,
4909910450.45045,-49.4650463952901,,
4914915425.42542,-56.0062857231969,,
4919920400.4004,-47.9287770258231,,
4924925375.37537,-64.0566332081268,,
4929930350.35034,-57.2260923943968,,
4934935325.32532,-54.4972825864634,,
4939940300.30029,-58.9360761149072,,
4944945275.27527,-53.3341437554351,,
4949950250.25024,-56.6881270869245,,
4954955225.22522,-48.7588437546908,,
4959960200.20019,-54.7862213388035,,
4964965175.17517,-52.7629275785492,,
4969970150.15014,-49.4950502984827,,
4974975125.12512,-61.1548038769488,,
4979980100.10009,-53.4394516852359,,
4984985075.07507,-50.1863394258941,,
4989990050.05004,-67.1070192039501,,
4994995025.02501,-58.0220484176483,,
4999999999.99999,-56.6137116040949,,
